smiles,template,compound_set,hit1
Cc1cnc(C(=O)OCc2nccs2)s1,x0485a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0646a
COc1ccc(C(=O)OCc2nccs2)cn1,x0485a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0492a
Cc1nnc(NC(=O)c2ncoc2C)s1,x0485a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0407b
COc1cc(I)ccc1C(=O)Nc1cccc(F)c1Br,x0485b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0485b
O=C(OCc1nccs1)c1cncs1,x0485b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0646a
O=C(Nc1nncs1)c1cncs1,x0485b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0407a
Cc1nnc(NC(=O)c2cn(C)cn2)s1,x0485a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0407a
COc1ncc(Cl)cc1C(=O)Nc1cccc(Cl)c1C#N,x0485a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0485c
Cc1ncc(C(=O)Nc2nnc(C)s2)s1,x0485a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0407b
COC(=O)c1ccncc1NC(=O)c1ccc(OC)c(OC)c1OC,x0485a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0485c
COc1cccc(C(=O)Nc2ccc(C#N)cc2I)c1OC,x0485b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0485a
[O-][S+](O)c1sc(Cl)nc1Cl,x0419a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0639a
CCOC(=O)c1csc(C2CCOCC2)n1,x0419a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0489a
O=S(=O)(NCCc1ccccc1C(F)(F)F)N1CCOCC1,x0419a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0419a
CC(C)CC1COCCN1C(=O)Nc1nnc(C(F)(F)F)s1,x0419a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0407b
CCc1nc(CNc2cccc3c2C(=O)NC3)no1,x0419a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0646a
O=C(NC1C2C3CC4C1C4C32)c1oncc1Br,x0421c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421d
O=C(NC1C2C3CC4C1C4C32)c1ncsc1Cl,x0421c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421d
Cc1ocnc1CC(=O)NC1CCCCC1F,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421c
CC(Br)=C(C)CNC(=O)c1cn(C)ccc1=O,x0421b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0555a
O=C(NCc1cccc(F)c1)c1csc(Cl)n1,x0421c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0787b
Cn1cccc(C(=O)NCC2CCCC2)c1=O,x0421c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0502c
Cc1cccc(CNC(=O)C2CCCC2F)n1,x0421c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421d
CCN1CCC(OC(=O)c2ccccc2)C1=O,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0501b
CC(NC(=O)c1cn(C)ccc1=O)C1CCC1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0456a
CC(NC(=O)C1CCCCCC1)c1cocn1,x0502b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0502a
CCN1CC(OC(=O)c2ccccc2)CC1=O,x0502b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0501b
Cc1ccsc1CNC(=O)C1CCCCC(=O)C1,x0502b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0502c
O=C(NCC1CCCCCC1(F)F)c1ccon1,x0502c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0502a
Cc1ccc(C(=O)NC2CCC3CC32)c(=O)n1C,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421c
O=C(NC1C2C3CC4C1C4C32)c1ncccc1Cl,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421a
Cc1cccc(C(=O)NC2C3C4CC5C2C5C43)n1,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0456a
CCc1cnsc1C(=O)NC1CC2C(C1)C2(F)F,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421b
CC1CCC(NC(=O)c2cc3c(s2)CCOC3)C1,x0502b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0502b
CC(C)C(=O)N1CCCN(c2ccccc2)CC1,x0504c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0479b
COc1ccccc1C(=O)NC1CC(=O)N(C)C1,x0504c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0504b
O=C(OC1CCN(C2CC2)C1=O)c1ccccc1,x0759b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0501a
Cc1n[nH]c(C)c1C(=O)OCC1C=CCCCC1,x0759b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0759b
FC1(F)CC(CN2CCN(c3cccs3)CC2)C1,x0421b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0479c
FC(F)(F)C=CCN1CCN(c2cccs2)CC1,x0421b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0479b
CCN1CCN(CC2CC(=O)C2)c2ccccc21,x0421b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0479a
Cc1ccc(N2CCN(CC3CSC3)CC2)cc1,x0456a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0479b
c1ncc(CNC2CCCOCC2)c2c1CCC2,x0456a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0502c
CC1CC(=O)Nc2cccc(C3=COCCO3)c21,x0456a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0419c
Cc1ccc(C(=O)NCc2ccccc2)c(=O)n1C,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0787b
Cc1ncsc1CNC(=O)C12CC3CC(CC1C3)C2,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0759b
Cn1cccc(C(=O)NCC2CCC=CCC2)c1=O,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0502a
CC(F)(C(=O)NC1CCC=CCCC1)c1ccon1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0502b
O=C(Cn1cccn1)NC1CC2(CCCCCC2)C1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0759a
C#Cc1ncoc1C(=O)NCC1(C)CCCCCC1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0759b
CC(NC(=O)c1cccn(C(F)(F)F)c1=O)C1CC1,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0456a
CCC1(NC(=O)c2cccn(C)c2=O)CCCCC1,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421a
CC(C)C(NC(=O)c1cn(C)ccc1=O)C(F)(F)F,x0421b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0555a
CC1CCC(NC(=O)C2Cc3cc(Cl)ccc3O2)C1,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421b
CC1CCC(NC(=O)c2cccn(C3CC3)c2=O)C1,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421c
O=C(NC1CCC(F)(F)C1)c1cncc(C2CC2)c1,x0421b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421b
O=S(=O)(NC1CCC1)N1CCOc2ccccc2C1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0419b
O=C1C2CCSCCC2=NN1CCc1ccccc1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0501a
Cc1ccc(CNC(=O)c2cccn(C)c2=O)cc1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0787b
Cc1cccc(CNC(=O)c2cccn(C)c2=O)c1,x0419a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0787a
Cc1cccc(CNC(=O)c2cn(C)ccc2=O)c1,x0419a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0787b
FC1(F)COC(CN2CCc3ccccc3CC2)C1,x0502c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0501a
O=C1CCC1N1CCC2(C=Cc3ccccc32)CC1,x0502c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0501b
Fc1ccc(N2CCN(CC3C=CCC3)CC2)cn1,x0502c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0479c
Cc1conc1CNC(=O)N(C)C1CCCCCC1,x0502b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0759b
Cn1c(C2=CCOCC2)cccc1=O,x0502c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0501b
CCC(C)NC(=O)c1cn(C)ccc1=O,x0502c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0555a
Cn1nccc1C(F)=CC(=O)NC1CCCCCCC1,x0501b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0759a
O=C(C=C1CCC1)N1CCCN(c2ccccc2)CC1,x0501b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0479b
Cn1cccc(C(=O)NCC2CCCCCCC2)c1=O,x0501b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0502b
CC(C)(NC(=O)c1cccn(C(F)(F)F)c1=O)C1CC1,x0501b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0456a
Cc1ncsc1C(=O)NCC1(C)Cc2ccccc2C1,x0501b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0787a
Cc1ccccc1C(=O)NC1CCCN2CCSCC12,x0501b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421c
O=C(Nc1cccc2c1CCOC2)C1CCCOCC1,x0501b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0419a
Cn1ccc(=O)c(C(=O)Nc2ccccc2C(F)F)c1,x0421c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0485a
O=C(NCC1C=CCC1)c1cccn(C(F)(F)F)c1=O,x0421c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0502c
CCC1(NC(=O)c2cccn(C)c2=O)CCCCCC1,x0421c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421a
Cc1cc(=O)c(C(=O)NC2CC3CC3C2)cn1C1CC1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421b
CN1CCC(NC(=O)c2ccc(F)c3c2OCC3)C1=O,x0555a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0504c
C#Cc1ccc(C(=O)NCc2ccc(C#N)cc2C)s1,x0555a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0787a
Cc1cc(C(=O)N2CCc3nc(C(F)F)sc3C2)c[nH]1,x0555a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0787a
Cc1ccncc1CNC(=O)c1cccc2c1OCC2,x0421b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0426b
CC1(C(=O)NCc2ccsn2)C2Cc3ccccc3C21,x0479b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0787b
CN(C)c1ccc(N2CCN(CC(C)(C)C)CC2)cc1,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0479b
c1cc2c(cc1N1CCN(CC3CSC3)CC1)CCC2,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0479c
CN1CC(COc2ccccc2)OC1=O,x0456a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0501a
O=S(=O)(NC1CC(Cl)(Cl)C1)c1ccco1,x0456a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0639b
O=C(NCC1CCC1F)c1csc(Cl)n1,x0502b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421d
Cc1cscc1C(=O)NCC(=O)N1CCC(C)CC1C,x0759b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0759a
O=C(OC1CCN(c2ccccc2)C1)C1CC(F)(F)C1,x0759b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0479a
CCCc1nc2c(s1)CN(C(=O)c1cc(F)c[nH]1)CC2,x0759b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0787a
O=C(NC1C2C3CC4C1C4C32)c1ccn(C2CCCC2)n1,x0502a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421b
CC(C)(C)c1cccc(C(=O)NC2C3C4CC5C2C5C43)n1,x0502a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0456a
O=C(OC1CN(c2ccccc2)C1)C12CCC(F)(F)C1C2,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0479a
Cn1cccc(C(=O)Nc2ccccc2C(F)(F)F)c1=O,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0485c
CN(C(=O)NCc1conc1C(C)(C)C)C1CC2CC2C1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0759b
CC1CC1NC(=O)c1cn2c(n1)CCC2,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421a
CN(CC1=CCOCO1)c1ccccc1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0501b
CC(CF)N1CCN(c2cccs2)CC1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0479c
CC1(C)C=CCN1Cc1ccnc(N)c1,x0456a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0602a
O=C1CCCN1CCN1CCC2(C=Cc3ccccc32)CC1,x0456a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0501a
C#CC1CN(C(=O)C2CC2c2cccs2)C1,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0479a
CCNS(=O)(=O)N1Cc2cccc(Cl)c2C1,x0485b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0472a
Cn1cccc(C(=O)NCC2CCC2)c1=O,x0485b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0502b
C=C1CC1CN1CCN(c2cccs2)CC1,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0479a
CN1CCCN(Cc2ccc[nH]c2=O)CC1,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0504a
CC1CN(Cc2ccc[nH]c2=O)CCCO1,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0504a
ClC1CC1CN1CCN(c2cccs2)CC1,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0479c
Cc1ncsc1CNC(=O)C1=CCC(C)CC1,x0787b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0759a
Cc1occc1CNC(=O)C1(C)C2COCC21,x0787b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0759a
Cc1ncc(C(=O)NC2CCC3CC3CC2)s1,x0421b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0502c
Cc1cnsc1C(=O)NC1CCC2CC2CC1,x0421b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0502a
O=C(Nc1ccccc1)c1csnn1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0492b
Cc1nnc(NC(=O)C2CCC(=O)C2)s1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0407b
Cc1ncc(C(=O)Nc2ccc(CC#N)cc2)s1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0426b
O=C(Nc1cccnc1)c1cscn1,x0485b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0492b
O=C(Nc1cccnc1)c1nccs1,x0485b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0492b
Cc1nnc(NC(=O)C2CCN(C)CC2)s1,x0485b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0407c
COC(=O)C1CCN(c2cncs2)CC1,x0485b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0489a
Cc1cccc2sc(NC(=O)C3CCCO3)nc12,x0485b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0407c
